x,y
0.23508486,0.211963224
0.28718545,-0.171122548
-0.20711819,0.131489734
-0.4553345,0.173527816
0.128392901,-0.212536295
0.145303607,-0.224378844
0.219393317,0.155074617
-0.058033458,-0.26141229
-0.305344498,-0.013818758
-0.43529172,0.205903975
-0.052539184,0.004732312
0.007279424,-0.229123513
0.10256699,0.11119676
0.080852317,0.076170576
0.355476542,0.643591227
-0.108581078,-0.061657287
-0.170086282,-0.187291753
0.230793501,-0.352308953
